"PROBEID","SYMBOL","GENENAME"
"1560475_at","LOC100129455","uncharacterized LOC100129455"
"1560477_a_at","SAMD11","sterile alpha motif domain containing 11"
"1560482_at","LINC02282","long intergenic non-protein coding RNA 2282"
"1560485_at","HIVEP1","HIVEP zinc finger 1"
"1560486_at","STXBP3","syntaxin binding protein 3"
"1560488_at","LCNL1","lipocalin like 1"
"1560491_at","LOC102546299","uncharacterized LOC102546299"
"1560493_a_at","CPXCR1","CPX chromosome region candidate 1"
"1560495_at","METTL14-DT","METTL14 divergent transcript"
"1560496_at","MRGPRF-AS1","MRGPRF antisense RNA 1"
"1560506_at","NCKAP5-AS2","NCKAP5 antisense RNA 2"
"1560507_at","AWAT1","acyl-CoA wax alcohol acyltransferase 1"
"1560510_at","ARHGEF7-IT1","ARHGEF7 intronic transcript 1"
"1560513_at","LINC01996","long intergenic non-protein coding RNA 1996"
"1560514_at","LINC00636","long intergenic non-protein coding RNA 636"
"1560516_at","TMEM26-AS1","TMEM26 antisense RNA 1"
"1560522_at","DLGAP1-AS3","DLGAP1 antisense RNA 3"
"1560523_at","LOC105375253","uncharacterized LOC105375253"
"1560527_at","NFE4","nuclear factor, erythroid 4"
"1560531_at","LCE1B","late cornified envelope 1B"
"1560533_at","ALG14-AS1","ALG14 antisense RNA 1"
"1560537_at","FGF13-AS1","FGF13 antisense RNA 1"
"1560538_at","LOC101928386","uncharacterized LOC101928386"
"1560542_at","MCM3AP-AS1","MCM3AP antisense RNA 1"
"1560543_at","GRK4","G protein-coupled receptor kinase 4"
"1560548_at","LINC00382","long intergenic non-protein coding RNA 382"
"1560550_at","LINC01644","long intergenic non-protein coding RNA 1644"
"1560556_a_at","PLEKHA8","pleckstrin homology domain containing A8"
"1560557_at","LOC105370549","uncharacterized LOC105370549"
"1560558_at","INIP","INTS3 and NABP interacting protein"
"1560560_at","LOC101927143","uncharacterized LOC101927143"
"1560562_a_at","ZNF677","zinc finger protein 677"
"1560563_at","LOC101929552","uncharacterized LOC101929552"
"1560565_at","LINC01333","long intergenic non-protein coding RNA 1333"
"1560566_at","LINC02339","long intergenic non-protein coding RNA 2339"
"1560573_at","LINC00944","long intergenic non-protein coding RNA 944"
"1560576_at","LINC01842","long intergenic non-protein coding RNA 1842"
"1560579_s_at","SLC16A1-AS1","SLC16A1 antisense RNA 1"
"1560579_s_at","LINC01357","long intergenic non-protein coding RNA 1357"
"1560587_s_at","PRDX5","peroxiredoxin 5"
"1560589_a_at","LINC02683","long intergenic non-protein coding RNA 2683"
"1560595_at","LOC100128993","uncharacterized LOC100128993"
"1560610_at","LOC101929621","uncharacterized LOC101929621"
"1560617_at","MRAP-AS1","MRAP antisense RNA 1"
"1560619_at","SPMIP11","sperm microtubule inner protein 11"
"1560620_at","KCNK15","potassium two pore domain channel subfamily K member 15"
"1560625_s_at","CATIP-AS1","CATIP antisense RNA 1"
"1560631_at","CALCOCO2","calcium binding and coiled-coil domain 2"
"1560633_a_at","C21orf91-OT1","C21orf91 overlapping transcript 1"
"1560634_a_at","LOC105373876","uncharacterized LOC105373876"
"1560646_at","METTL21EP","methyltransferase like 21E, pseudogene"
"1560647_at","TSPYL1","TSPY like 1"
"1560652_at","IRS4","insulin receptor substrate 4"
"1560654_at","FLJ37201","tigger transposable element derived 2 pseudogene"
"1560656_at","TESHL","testicular germ cell expressed HSF2 interacting lncRNA"
"1560657_at","TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1"
"1560659_at","LINC00342","long intergenic non-protein coding RNA 342"
"1560665_at","SCPEP1","serine carboxypeptidase 1"
"1560673_at","KIZ-AS1","KIZ antisense RNA 1"
"1560676_at","SIAH3","siah E3 ubiquitin protein ligase family member 3"
"1560679_at","LINC01127","long intergenic non-protein coding RNA 1127"
"1560683_at","NBEAP1","neurobeachin pseudogene 1"
"1560686_at","ITGAD","integrin subunit alpha D"
"1560689_s_at","AKT2","AKT serine/threonine kinase 2"
"1560690_at","LINC01153","long intergenic non-protein coding RNA 1153"
"1560692_at","VSTM2A-OT1","VSTM2A overlapping transcript 1"
"1560694_at","SFT2D1","SFT2 domain containing 1"
"1560695_at","QTRT2","queuine tRNA-ribosyltransferase accessory subunit 2"
"1560697_at","TRHDE-AS1","TRHDE antisense RNA 1"
"1560703_at","LYRM9","LYR motif containing 9"
"1560705_at","SLC25A28","solute carrier family 25 member 28"
"1560706_at","NEDD9","neural precursor cell expressed, developmentally down-regulated 9"
"1560707_at","GNAO1-DT","GNAO1 divergent transcript"
"1560712_at","TMPRSS11B","transmembrane serine protease 11B"
"1560714_at","EDRF1-DT","EDRF1 divergent transcript"
"1560715_at","P4HA3","prolyl 4-hydroxylase subunit alpha 3"
"1560716_at","LINC02119","long intergenic non-protein coding RNA 2119"
"1560717_at","LINC02250","long intergenic non-protein coding RNA 2250"
"1560720_at","MKNK1","MAPK interacting serine/threonine kinase 1"
"1560723_at","LOC283731","uncharacterized LOC283731"
"1560724_at","TOR1AIP1","torsin 1A interacting protein 1"
"1560725_at","IL12A-AS1","IL12A antisense RNA 1"
"1560727_at","HEATR4","HEAT repeat containing 4"
"1560733_at","ALG5","ALG5 dolichyl-phosphate beta-glucosyltransferase"
"1560734_at","OR4M2-OT1","OR4M2 overlapping transcript 1"
"1560734_at","OR4N4","olfactory receptor family 4 subfamily N member 4"
"1560734_at","LINC02203","long intergenic non-protein coding RNA 2203"
"1560735_s_at","LOC102723532","olfactory receptor 4N4-like"
"1560735_s_at","OR4N4C","olfactory receptor family 4 subfamily N member 4C"
"1560746_at","NEXN-AS1","NEXN antisense RNA 1"
"1560750_at","LINC01854","long intergenic non-protein coding RNA 1854"
"1560752_at","FBXW2","F-box and WD repeat domain containing 2"
"1560754_at","CMTM7","CKLF like MARVEL transmembrane domain containing 7"
"1560757_at","TOP1MT","DNA topoisomerase I mitochondrial"
"1560760_s_at","LINC01527","long intergenic non-protein coding RNA 1527"
"1560762_at","LINC00996","long intergenic non-protein coding RNA 996"
"1560764_at","ARHGAP22","Rho GTPase activating protein 22"
"1560767_at","HCG22","HLA complex group 22 (non-protein coding)"
"1560770_at","PABPC1","poly(A) binding protein cytoplasmic 1"
"1560773_at","DLGAP1","DLG associated protein 1"
"1560779_a_at","ZNF568","zinc finger protein 568"
"1560781_at","DNHD1","dynein heavy chain domain 1"
"1560785_at","DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3"
"1560790_at","GOLGA6L2","golgin A6 family like 2"
"1560791_at","SDAD1-AS1","SDAD1 antisense RNA 1"
"1560792_at","IER5","immediate early response 5"
"1560794_at","TMEM252-DT","TMEM252 divergent transcript"
"1560797_s_at","TMLHE-AS1","TMLHE antisense RNA 1"
"1560797_s_at","LOC101927830","uncharacterized LOC101927830"
"1560803_at","DNAH3","dynein axonemal heavy chain 3"
"1560806_at","PRSS40A","serine protease 40A (pseudogene)"
"1560806_at","PRSS40B","serine protease 40B (pseudogene)"
"1560810_at","TMEM132D-AS2","TMEM132D antisense RNA 2"
"1560812_at","LOC101928708","uncharacterized LOC101928708"
"1560823_at","LINC02433","long intergenic non-protein coding RNA 2433"
"1560826_at","LOC101929398","uncharacterized LOC101929398"
"1560827_at","MINDY2-DT","MINDY2 divergent transcript"
"1560830_a_at","C19orf84","chromosome 19 open reading frame 84"
"1560832_at","LINC01029","long intergenic non-protein coding RNA 1029"
"1560834_a_at","RMST","rhabdomyosarcoma 2 associated transcript"
"1560836_at","LINC01241","long intergenic non-protein coding RNA 1241"
"1560838_at","FAM217A","family with sequence similarity 217 member A"
"1560841_at","ING2-DT","ING2 divergent transcript"
"1560842_a_at","TEX26-AS1","TEX26 antisense RNA 1"
"1560844_at","LOC105378052","uncharacterized LOC105378052"
"1560846_at","CACUL1","CDK2 associated cullin domain 1"
"1560848_at","QKILA","QKI interacting lncRNA"
"1560850_at","LOC101926959","uncharacterized LOC101926959"
"1560851_at","LINC00619","long intergenic non-protein coding RNA 619"
"1560853_x_at","ZNF826P","zinc finger protein 826, pseudogene"
"1560854_s_at","ZNF107","zinc finger protein 107"
"1560856_at","ARHGAP26-AS1","ARHGAP26 antisense RNA 1"
"1560861_at","SKAP1-AS2","SKAP1 antisense RNA 2"
"1560862_at","LINC01520","long intergenic non-protein coding RNA 1520"
"1560874_at","CRACR2A","calcium release activated channel regulator 2A"
"1560878_at","SYT15","synaptotagmin 15"
"1560878_at","SYT15B","synaptotagmin 15B"
"1560881_a_at","LINC00112","long intergenic non-protein coding RNA 112"
"1560883_s_at","TLX1NB","TLX1 neighbor"
"1560884_at","SLC17A1","solute carrier family 17 member 1"
"1560895_at","LOC645188","uncharacterized LOC645188"
"1560897_a_at","KRTAP10-11","keratin associated protein 10-11"
"1560898_at","LOC105378997","basic proline-rich protein"
"1560899_at","ASTN1","astrotactin 1"
"1560911_at","LINC02171","long intergenic non-protein coding RNA 2171"
"1560912_at","LINC01120","long intergenic non-protein coding RNA 1120"
"1560915_at","DPY19L1","dpy-19 like C-mannosyltransferase 1"
"1560921_at","ZNF169","zinc finger protein 169"
"1560932_at","FOSL2-AS1","FOSL2 antisense RNA 1"
"1560937_at","RSU1","Ras suppressor protein 1"
"1560939_at","PCOLCE-AS1","PCOLCE antisense RNA 1"
"1560940_at","SACS-AS1","SACS antisense RNA 1"
"1560942_at","PGD","phosphogluconate dehydrogenase"
"1560944_at","SLC25A3P1","solute carrier family 25 member 3 pseudogene 1"
"1560950_at","HECW1-IT1","HECW1 intronic transcript 1"
"1560954_at","LINC01917","long intergenic non-protein coding RNA 1917"
"1560957_at","LOC101928626","uncharacterized LOC101928626"
"1560958_s_at","LOC101928516","uncharacterized LOC101928516"
"1560974_s_at","NOS1","nitric oxide synthase 1"
"1560977_a_at","BCL2L13","BCL2 like 13"
"1560988_a_at","LINC00556","long intergenic non-protein coding RNA 556"
"1560992_at","LOC107984974","SMAD specific E3 ubiquitin protein ligase 2 (SMURF2) pseudogene"
"1561004_at","PRKCQ-AS1","PRKCQ antisense RNA 1"
"1561009_at","MAOB","monoamine oxidase B"
"1561025_at","CDKAL1","CDK5 regulatory subunit associated protein 1 like 1"
"1561029_at","LINC01425","long intergenic non-protein coding RNA 1425"
"1561030_at","TMC7","transmembrane channel like 7"
"1561033_at","ZNF451-AS1","ZNF451 regulatory antisense RNA 1"
"1561035_at","LOC102723335","uncharacterized LOC102723335"
"1561036_at","LINC01703","long intergenic non-protein coding RNA 1703"
"1561038_at","ZNF81","zinc finger protein 81"
"1561041_at","TNRC6C","trinucleotide repeat containing adaptor 6C"
"1561042_at","AGO2","argonaute RISC catalytic component 2"
"1561044_at","LINC01732","long intergenic non-protein coding RNA 1732"
"1561048_at","RARS2","arginyl-tRNA synthetase 2, mitochondrial"
"1561050_a_at","NAV2-IT1","NAV2 intronic transcript 1"
"1561054_a_at","CCDC14","coiled-coil domain containing 14"
"1561055_at","LINC02192","long intergenic non-protein coding RNA 2192"
"1561059_a_at","LINC00691","long intergenic non-protein coding RNA 691"
"1561060_at","LOC101929752","uncharacterized LOC101929752"
"1561061_at","LINC02226","long intergenic non-protein coding RNA 2226"
"1561062_a_at","LOC101928850","uncharacterized LOC101928850"
"1561075_at","LOC101060553","uncharacterized LOC101060553"
"1561076_at","LOC105372969","uncharacterized LOC105372969"
"1561078_at","LOC105376100","uncharacterized LOC105376100"
"1561079_at","ANKRD28","ankyrin repeat domain 28"
"1561080_at","TXNRD1","thioredoxin reductase 1"
"1561082_at","NID1","nidogen 1"
"1561083_at","LINC01254","long intergenic non-protein coding RNA 1254"
"1561085_at","LOC153910","uncharacterized LOC153910"
"1561087_at","LINC02367","long intergenic non-protein coding RNA 2367"
"1561088_at","EYA4","EYA transcriptional coactivator and phosphatase 4"
"1561090_at","LINC01538","long intergenic non-protein coding RNA 1538"
"1561091_at","LINC01209","long intergenic non-protein coding RNA 1209"
"1561093_at","SLC22A25","solute carrier family 22 member 25"
"1561096_at","LINC01091","long intergenic non-protein coding RNA 1091"
"1561098_at","LINC00616","long intergenic non-protein coding RNA 616"
"1561099_at","TBC1D22A-AS1","TBC1D22A antisense RNA 1"
"1561101_at","JAKMIP2-AS1","JAKMIP2 antisense RNA 1"
"1561102_at","LOC101929488","uncharacterized LOC101929488"
"1561104_at","ADGRF5-AS1","ADGRF5 antisense RNA 1"
"1561105_at","SLC7A14-AS1","SLC7A14 antisense RNA 1"
"1561105_at","CLDN11","claudin 11"
"1561106_at","AHI1-DT","AHI1 divergent transcript"
"1561107_at","LOC101928985","uncharacterized LOC101928985"
"1561110_at","BRPF3-AS1","BRPF3 antisense RNA 1"
"1561113_at","LOC112268140","loricrin-like"
"1561125_at","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"1561127_at","ADARB2-AS1","ADARB2 antisense RNA 1"
"1561132_at","DHX35","DEAH-box helicase 35"
"1561136_at","GYPE","glycophorin E (MNS blood group)"
"1561141_at","LINC02544","long intergenic non-protein coding RNA 2544"
"1561146_at","VPS35","VPS35 retromer complex component"
"1561165_a_at","DEFB108B","defensin beta 108B"
"1561170_at","GOLGA6L6","golgin A6 family like 6"
"1561170_at","GOLGA6L1","golgin A6 family like 1"
"1561170_at","GOLGA6L22","golgin A6 family like 22"
"1561179_s_at","AMZ1","archaelysin family metallopeptidase 1"
"1561180_at","LRP11","LDL receptor related protein 11"
"1561185_at","TTTY7","testis expressed transcript, Y-linked 7"
"1561197_at","LOC442028","uncharacterized LOC442028"
"1561206_at","KLHL8","kelch like family member 8"
"1561207_at","LDLRAD4","low density lipoprotein receptor class A domain containing 4"
"1561210_at","LINC02225","long intergenic non-protein coding RNA 2225"
"1561213_at","LINC01360","long intergenic non-protein coding RNA 1360"
"1561216_at","LOC101928961","uncharacterized LOC101928961"
"1561222_at","LINC00485","long intergenic non-protein coding RNA 485"
"1561224_at","LINC02179","long intergenic non-protein coding RNA 2179"
"1561225_at","ANKRD30BP3","ankyrin repeat domain 30B pseudogene 3"
"1561226_at","XCR1","X-C motif chemokine receptor 1"
"1561228_at","LINC02431","long intergenic non-protein coding RNA 2431"
"1561232_at","CASC11","cancer susceptibility 11"
"1561233_at","LOC283387","uncharacterized LOC283387"
"1561237_at","LOC101929657","uncharacterized LOC101929657"
"1561238_at","PEX2","peroxisomal biogenesis factor 2"
"1561243_at","TMEM105","TMEM105 long non-coding RNA"
"1561245_at","LOC102724612","uncharacterized LOC102724612"
"1561247_at","LINC01581","long intergenic non-protein coding RNA 1581"
"1561249_a_at","DNM1P35","dynamin 1 pseudogene 35"
"1561251_at","LINC01019","long intergenic non-protein coding RNA 1019"
"1561252_at","LL22NC03-63E9.3","uncharacterized LOC648691"
"1561253_at","LINC02421","long intergenic non-protein coding RNA 2421"
"1561254_at","LINC02577","long intergenic non-protein coding RNA 2577"
"1561255_at","FAM50B","family with sequence similarity 50 member B"
"1561257_at","LOC286083","uncharacterized LOC286083"
"1561262_at","LINC01516","long intergenic non-protein coding RNA 1516"
"1561263_at","C1QTNF3","C1q and TNF related 3"
"1561269_at","RAPGEF5","Rap guanine nucleotide exchange factor 5"
"1561270_at","LINC01440","long intergenic non-protein coding RNA 1440"
"1561270_at","ZNF429","zinc finger protein 429"
"1561273_at","HOXC-AS3","HOXC cluster antisense RNA 3"
"1561274_at","GRK3","G protein-coupled receptor kinase 3"
"1561276_at","DOCK5","dedicator of cytokinesis 5"
"1561277_at","LOC339298","uncharacterized LOC339298"
"1561278_at","LINC01613","long intergenic non-protein coding RNA 1613"
"1561280_at","LEMD1-AS1","LEMD1 antisense RNA 1"
"1561287_at","LINC00561","long intergenic non-protein coding RNA 561"
"1561288_at","LINC00536","long intergenic non-protein coding RNA 536"
"1561289_at","MIR4290HG","MIR4290 host gene"
"1561290_at","LINC01692","long intergenic non-protein coding RNA 1692"
"1561292_at","LOC105370941","uncharacterized LOC105370941"
"1561294_a_at","LINC02347","long intergenic non-protein coding RNA 2347"
"1561297_at","WARS2","tryptophanyl tRNA synthetase 2, mitochondrial"
"1561298_at","LINC01069","long intergenic non-protein coding RNA 1069"
"1561300_at","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2"
"1561301_at","MAGI1-IT1","MAGI1 intronic transcript 1"
"1561303_at","LOHAN2","lncRNA oncogene in head and neck cancer 2"
"1561304_a_at","LOC100422781","uncharacterized LOC100422781"
"1561305_at","LINC02355","long intergenic non-protein coding RNA 2355"
"1561306_s_at","STRC","stereocilin"
"1561307_at","ZNF133-AS1","ZNF133 antisense RNA 1"
"1561311_at","LINC01654","long intergenic non-protein coding RNA 1654"
"1561316_at","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3"
"1561319_at","OTX2-AS1","OTX2 antisense RNA 1 (head to head)"
"1561322_at","LOC101927450","uncharacterized LOC101927450"
"1561323_at","LOC339975","uncharacterized LOC339975"
"1561327_at","LINC00242","long intergenic non-protein coding RNA 242"
"1561328_at","MIR3663HG","MIR3663 host gene"
"1561330_at","DSG4","desmoglein 4"
"1561331_at","ERVMER61-1","endogenous retrovirus group MER61 member 1"
"1561332_at","ATP13A5","ATPase 13A5"
"1561335_at","CYMP-AS1","CYMP antisense RNA 1"
"1561336_at","DNASE1L3","deoxyribonuclease 1L3"
"1561339_at","LINC01416","long intergenic non-protein coding RNA 1416"
"1561340_at","LOC105378311","uncharacterized LOC105378311"
"1561345_at","LOC101928009","uncharacterized LOC101928009"
"1561346_at","LOC101927166","uncharacterized LOC101927166"
"1561348_at","NUDT16-DT","NUDT16 divergent transcript"
"1561352_at","LINC01204","long intergenic non-protein coding RNA 1204"
"1561353_at","LOC101927690","uncharacterized LOC101927690"
"1561355_at","LMNTD2-AS1","LMNTD2 antisense RNA 1"
"1561358_at","TXLNA","taxilin alpha"
"1561360_at","ADGB-DT","ADGB divergent transcript"
"1561361_at","ZNF660","zinc finger protein 660"
"1561365_at","NRP1","neuropilin 1"
"1561367_a_at","LINC00540","long intergenic non-protein coding RNA 540"
"1561368_at","LOC105376081","uncharacterized LOC105376081"
"1561370_at","LOC100505716","uncharacterized LOC100505716"
"1561371_at","MIR2052HG","MIR2052 host gene"
"1561373_at","PACRG-AS1","PACRG antisense RNA 1"
"1561378_at","C12orf42","chromosome 12 open reading frame 42"
"1561383_at","LINC01777","long intergenic non-protein coding RNA 1777"
