"PROBEID","SYMBOL","GENENAME"
"206380_s_at","CFP","complement factor properdin"
"206381_at","SCN2A","sodium voltage-gated channel alpha subunit 2"
"206382_s_at","BDNF","brain derived neurotrophic factor"
"206383_s_at","G3BP2","G3BP stress granule assembly factor 2"
"206384_at","CACNG3","calcium voltage-gated channel auxiliary subunit gamma 3"
"206385_s_at","ANK3","ankyrin 3"
"206386_at","SERPINA7","serpin family A member 7"
"206387_at","CDX2","caudal type homeobox 2"
"206388_at","PDE3A","phosphodiesterase 3A"
"206390_x_at","PF4","platelet factor 4"
"206391_at","RARRES1","retinoic acid receptor responder 1"
"206393_at","TNNI2","troponin I2, fast skeletal type"
"206394_at","MYBPC2","myosin binding protein C2"
"206395_at","DGKG","diacylglycerol kinase gamma"
"206396_at","SLC1A1","solute carrier family 1 member 1"
"206397_x_at","GDF1","growth differentiation factor 1"
"206397_x_at","CERS1","ceramide synthase 1"
"206398_s_at","CD19","CD19 molecule"
"206399_x_at","CACNA1A","calcium voltage-gated channel subunit alpha1 A"
"206400_at","LGALS7","galectin 7"
"206400_at","LGALS7B","galectin 7B"
"206402_s_at","NPFF","neuropeptide FF-amide peptide precursor"
"206403_at","ZNF536","zinc finger protein 536"
"206404_at","FGF9","fibroblast growth factor 9"
"206405_x_at","USP6","ubiquitin specific peptidase 6"
"206406_at","SMCP","sperm mitochondria associated cysteine rich protein"
"206407_s_at","CCL13","C-C motif chemokine ligand 13"
"206408_at","LRRTM2","leucine rich repeat transmembrane neuronal 2"
"206409_at","TIAM1","TIAM Rac1 associated GEF 1"
"206410_at","NR0B2","nuclear receptor subfamily 0 group B member 2"
"206411_s_at","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase"
"206412_at","FER","FER tyrosine kinase"
"206413_s_at","TCL1B","TCL1 family AKT coactivator B"
"206414_s_at","ASAP2","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"206415_at","TLL1","tolloid like 1"
"206416_at","ZNF205","zinc finger protein 205"
"206417_at","CNGA1","cyclic nucleotide gated channel subunit alpha 1"
"206418_at","NOX1","NADPH oxidase 1"
"206419_at","RORC","RAR related orphan receptor C"
"206420_at","IGSF6","immunoglobulin superfamily member 6"
"206421_s_at","SERPINB7","serpin family B member 7"
"206422_at","GCG","glucagon"
"206423_at","ANGPTL7","angiopoietin like 7"
"206424_at","CYP26A1","cytochrome P450 family 26 subfamily A member 1"
"206425_s_at","TRPC3","transient receptor potential cation channel subfamily C member 3"
"206426_at","MLANA","melan-A"
"206428_s_at","ZNF143","zinc finger protein 143"
"206429_at","F2RL1","F2R like trypsin receptor 1"
"206430_at","CDX1","caudal type homeobox 1"
"206431_x_at","TBC1D9B","TBC1 domain family member 9B"
"206432_at","HAS2","hyaluronan synthase 2"
"206433_s_at","SPOCK3","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3"
"206435_at","B4GALNT1","beta-1,4-N-acetyl-galactosaminyltransferase 1"
"206436_at","MPPED1","metallophosphoesterase domain containing 1"
"206437_at","S1PR4","sphingosine-1-phosphate receptor 4"
"206438_x_at","TCTN2","tectonic family member 2"
"206439_at","EPYC","epiphycan"
"206440_at","LIN7A","lin-7 homolog A, crumbs cell polarity complex component"
"206441_s_at","COMMD4","COMM domain containing 4"
"206442_at","SEMG1","semenogelin 1"
"206443_at","RORB","RAR related orphan receptor B"
"206444_at","PDE1B","phosphodiesterase 1B"
"206445_s_at","PRMT1","protein arginine methyltransferase 1"
"206446_s_at","CELA1","chymotrypsin like elastase 1"
"206446_s_at","CELA2B","chymotrypsin like elastase 2B"
"206446_s_at","CELA2A","chymotrypsin like elastase 2A"
"206448_at","ZNF365","zinc finger protein 365"
"206449_s_at","MASP1","MBL associated serine protease 1"
"206450_at","DBH","dopamine beta-hydroxylase"
"206451_at","TBCCD1","TBCC domain containing 1"
"206452_x_at","PTPA","protein phosphatase 2 phosphatase activator"
"206453_s_at","NDRG2","NDRG family member 2"
"206454_s_at","RHO","rhodopsin"
"206456_at","GABRA5","gamma-aminobutyric acid type A receptor subunit alpha5"
"206457_s_at","DIO1","iodothyronine deiodinase 1"
"206458_s_at","WNT2B","Wnt family member 2B"
"206460_at","AJAP1","adherens junctions associated protein 1"
"206461_x_at","MT1H","metallothionein 1H"
"206462_s_at","NTRK3","neurotrophic receptor tyrosine kinase 3"
"206463_s_at","DHRS2","dehydrogenase/reductase 2"
"206464_at","BMX","BMX non-receptor tyrosine kinase"
"206465_at","ACSBG1","acyl-CoA synthetase bubblegum family member 1"
"206467_x_at","TNFRSF6B","TNF receptor superfamily member 6b"
"206468_s_at","METTL13","methyltransferase 13, eEF1A N-terminus and K55"
"206469_x_at","AKR7A3","aldo-keto reductase family 7 member A3"
"206470_at","PLXNC1","plexin C1"
"206472_s_at","TLE3","TLE family member 3, transcriptional corepressor"
"206473_at","MBTPS2","membrane bound transcription factor peptidase, site 2"
"206474_at","CDK17","cyclin dependent kinase 17"
"206476_s_at","NOVA2","NOVA alternative splicing regulator 2"
"206478_at","FAM30A","family with sequence similarity 30 member A"
"206479_at","TRPM1","transient receptor potential cation channel subfamily M member 1"
"206480_at","LTC4S","leukotriene C4 synthase"
"206481_s_at","LDB2","LIM domain binding 2"
"206482_at","PTK6","protein tyrosine kinase 6"
"206483_at","DNAAF11","dynein axonemal assembly factor 11"
"206484_s_at","XPNPEP2","X-prolyl aminopeptidase 2"
"206485_at","CD5","CD5 molecule"
"206486_at","LAG3","lymphocyte activating 3"
"206487_at","SUN1","Sad1 and UNC84 domain containing 1"
"206488_s_at","CD36","CD36 molecule (CD36 blood group)"
"206489_s_at","DLGAP1","DLG associated protein 1"
"206491_s_at","NAPA","NSF attachment protein alpha"
"206492_at","FHIT","fragile histidine triad diadenosine triphosphatase"
"206493_at","ITGA2B","integrin subunit alpha 2b"
"206495_s_at","HINFP","histone H4 transcription factor"
"206496_at","FMO3","flavin containing dimethylaniline monoxygenase 3"
"206497_at","COA1","cytochrome c oxidase assembly factor 1"
"206498_at","OCA2","OCA2 melanosomal transmembrane protein"
"206499_s_at","RCC1","regulator of chromosome condensation 1"
"206500_s_at","MIS18BP1","MIS18 binding protein 1"
"206501_x_at","ETV1","ETS variant transcription factor 1"
"206502_s_at","INSM1","INSM transcriptional repressor 1"
"206503_x_at","PML","PML nuclear body scaffold"
"206504_at","CYP24A1","cytochrome P450 family 24 subfamily A member 1"
"206505_at","UGT2B4","UDP glucuronosyltransferase family 2 member B4"
"206506_s_at","SUPT3H","SPT3 homolog, SAGA and STAGA complex component"
"206507_at","ZSCAN12","zinc finger and SCAN domain containing 12"
"206508_at","CD70","CD70 molecule"
"206509_at","PIP","prolactin induced protein"
"206510_at","SIX2","SIX homeobox 2"
"206512_at","ZRSR2P1","ZRSR2 pseudogene 1"
"206513_at","AIM2","absent in melanoma 2"
"206514_s_at","CYP4F3","cytochrome P450 family 4 subfamily F member 3"
"206514_s_at","CYP4F2","cytochrome P450 family 4 subfamily F member 2"
"206516_at","AMH","anti-Mullerian hormone"
"206517_at","CDH16","cadherin 16"
"206518_s_at","RGS9","regulator of G protein signaling 9"
"206519_x_at","SIGLEC6","sialic acid binding Ig like lectin 6"
"206521_s_at","GTF2A1","general transcription factor IIA subunit 1"
"206522_at","MGAM","maltase-glucoamylase"
"206523_at","CYTH3","cytohesin 3"
"206524_at","TBXT","T-box transcription factor T"
"206525_at","GABRR1","gamma-aminobutyric acid type A receptor subunit rho1"
"206526_at","RIBC2","RIB43A domain with coiled-coils 2"
"206527_at","ABAT","4-aminobutyrate aminotransferase"
"206528_at","TRPC6","transient receptor potential cation channel subfamily C member 6"
"206529_x_at","SLC26A4","solute carrier family 26 member 4"
"206530_at","RAB30","RAB30, member RAS oncogene family"
"206531_at","DPF1","double PHD fingers 1"
"206532_at","SMARCB1","SWI/SNF related BAF chromatin remodeling complex subunit B1"
"206533_at","CHRNA5","cholinergic receptor nicotinic alpha 5 subunit"
"206534_at","GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A"
"206535_at","SLC2A2","solute carrier family 2 member 2"
"206536_s_at","XIAP","X-linked inhibitor of apoptosis"
"206538_at","MRAS","muscle RAS oncogene homolog"
"206539_s_at","CYP4F12","cytochrome P450 family 4 subfamily F member 12"
"206540_at","GLB1L","galactosidase beta 1 like"
"206541_at","KLKB1","kallikrein B1"
"206542_s_at","SMARCA2","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2"
"206545_at","CD28","CD28 molecule"
"206546_at","SYCP2","synaptonemal complex protein 2"
"206547_s_at","PPEF1","protein phosphatase with EF-hand domain 1"
"206549_at","INSL4","insulin like 4"
"206550_s_at","NUP155","nucleoporin 155"
"206551_x_at","KLHL24","kelch like family member 24"
"206552_s_at","TAC1","tachykinin precursor 1"
"206554_x_at","SETMAR","SET domain and mariner transposase fusion gene"
"206555_s_at","THUMPD1","THUMP domain containing 1"
"206556_at","CLUL1","clusterin like 1"
"206557_at","ZNF702P","zinc finger protein 702, pseudogene"
"206558_at","SIM2","SIM bHLH transcription factor 2"
"206560_s_at","MIA","MIA SH3 domain containing"
"206561_s_at","AKR1B10","aldo-keto reductase family 1 member B10"
"206563_s_at","OPRL1","opioid related nociceptin receptor 1"
"206565_x_at","GUSBP14","GUSB pseudogene 14"
"206566_at","SLC7A1","solute carrier family 7 member 1"
"206567_s_at","PHF20","PHD finger protein 20"
"206568_at","TNP1","transition protein 1"
"206569_at","IL24","interleukin 24"
"206570_s_at","PSG11","pregnancy specific beta-1-glycoprotein 11"
"206571_s_at","MAP4K4","mitogen-activated protein kinase kinase kinase kinase 4"
"206572_x_at","ZNF85","zinc finger protein 85"
"206573_at","KCNQ3","potassium voltage-gated channel subfamily Q member 3"
"206574_s_at","PTP4A3","protein tyrosine phosphatase 4A3"
"206575_at","CDKL5","cyclin dependent kinase like 5"
"206576_s_at","CEACAM1","CEA cell adhesion molecule 1"
"206577_at","VIP","vasoactive intestinal peptide"
"206578_at","NKX2-5","NK2 homeobox 5"
"206579_at","ZKSCAN8","zinc finger with KRAB and SCAN domains 8"
"206580_s_at","EFEMP2","EGF containing fibulin extracellular matrix protein 2"
"206581_at","BNC1","basonuclin zinc finger protein 1"
"206582_s_at","ADGRG1","adhesion G protein-coupled receptor G1"
"206583_at","KRBOX4","KRAB box domain containing 4"
"206584_at","LY96","lymphocyte antigen 96"
"206585_at","MKRN3","makorin ring finger protein 3"
"206586_at","CNR2","cannabinoid receptor 2"
"206587_at","CCT6B","chaperonin containing TCP1 subunit 6B"
"206588_at","DAZL","deleted in azoospermia like"
"206589_at","GFI1","growth factor independent 1 transcriptional repressor"
"206590_x_at","DRD2","dopamine receptor D2"
"206591_at","RAG1","recombination activating 1"
"206592_s_at","AP3D1","adaptor related protein complex 3 subunit delta 1"
"206593_s_at","MED22","mediator complex subunit 22"
"206594_at","PASK","PAS domain containing serine/threonine kinase"
"206595_at","CST6","cystatin E/M"
"206596_s_at","NRL","neural retina leucine zipper"
"206598_at","INS","insulin"
"206599_at","SLC16A5","solute carrier family 16 member 5"
"206601_s_at","HOXD3","homeobox D3"
"206603_at","SLC2A4","solute carrier family 2 member 4"
"206604_at","OVOL1","ovo like transcriptional repressor 1"
"206605_at","ENDOU","endonuclease, poly(U) specific"
"206606_at","LIPC","lipase C, hepatic type"
"206607_at","CBL","Cbl proto-oncogene"
"206608_s_at","RPGRIP1","RPGR interacting protein 1"
"206609_at","MAGEC1","MAGE family member C1"
"206610_s_at","F11","coagulation factor XI"
"206611_at","LINC03124","long intergenic non-protein coding RNA 3124"
"206612_at","CACNG1","calcium voltage-gated channel auxiliary subunit gamma 1"
"206613_s_at","TAF1A","TATA-box binding protein associated factor, RNA polymerase I subunit A"
"206614_at","GDF5","growth differentiation factor 5"
"206615_s_at","ADAM22","ADAM metallopeptidase domain 22"
"206617_s_at","RENBP","renin binding protein"
"206618_at","IL18R1","interleukin 18 receptor 1"
"206619_at","DKK4","dickkopf WNT signaling pathway inhibitor 4"
"206620_at","GRAP","GRB2 related adaptor protein"
"206620_at","GRAPL","GRB2 related adaptor protein like"
"206621_s_at","EIF4H","eukaryotic translation initiation factor 4H"
"206622_at","TRH","thyrotropin releasing hormone"
"206623_at","PDE6A","phosphodiesterase 6A"
"206624_at","USP9Y","ubiquitin specific peptidase 9 Y-linked"
"206625_at","PRPH2","peripherin 2"
"206626_x_at","SSX1","SSX family member 1"
"206628_at","SLC5A1","solute carrier family 5 member 1"
"206629_at","ADAMTSL2","ADAMTS like 2"
"206630_at","TYR","tyrosinase"
"206631_at","PTGER2","prostaglandin E receptor 2"
"206632_s_at","APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B"
"206633_at","CHRNA1","cholinergic receptor nicotinic alpha 1 subunit"
"206634_at","SIX3","SIX homeobox 3"
"206635_at","CHRNB2","cholinergic receptor nicotinic beta 2 subunit"
"206636_at","RASA2","RAS p21 protein activator 2"
"206637_at","P2RY14","purinergic receptor P2Y14"
"206638_at","HTR2B","5-hydroxytryptamine receptor 2B"
"206639_x_at","HTN1","histatin 1"
"206640_x_at","GAGE12I","G antigen 12I"
"206640_x_at","GAGE2C","G antigen 2C"
"206640_x_at","GAGE4","G antigen 4"
"206640_x_at","GAGE5","G antigen 5"
"206640_x_at","GAGE6","G antigen 6"
"206640_x_at","GAGE7","G antigen 7"
"206640_x_at","GAGE2E","G antigen 2E"
"206640_x_at","GAGE12G","G antigen 12G"
"206640_x_at","GAGE2D","G antigen 2D"
"206640_x_at","GAGE12C","G antigen 12C"
"206640_x_at","GAGE12B","G antigen 12B"
"206640_x_at","GAGE12E","G antigen 12E"
"206640_x_at","GAGE12H","G antigen 12H"
"206640_x_at","GAGE2A","G antigen 2A"
"206640_x_at","GAGE12F","G antigen 12F"
"206640_x_at","GAGE8","G antigen 8"
"206640_x_at","GAGE12D","G antigen 12D"
"206641_at","TNFRSF17","TNF receptor superfamily member 17"
"206642_at","DSG1","desmoglein 1"
"206643_at","HAL","histidine ammonia-lyase"
"206644_at","NR0B1","nuclear receptor subfamily 0 group B member 1"
"206646_at","GLI1","GLI family zinc finger 1"
"206647_at","HBZ","hemoglobin subunit zeta"
"206648_at","ZNF571","zinc finger protein 571"
"206649_s_at","TFE3","transcription factor binding to IGHM enhancer 3"
"206650_at","IQCC","IQ motif containing C"
"206651_s_at","CPB2","carboxypeptidase B2"
"206652_at","ZMYM5","zinc finger MYM-type containing 5"
"206653_at","POLR3G","RNA polymerase III subunit G"
"206655_s_at","GP1BB","glycoprotein Ib platelet subunit beta"
"206655_s_at","SEPTIN5","septin 5"
"206655_s_at","SEPT5-GP1BB","SEPT5-GP1BB readthrough"
"206656_s_at","APMAP","adipocyte plasma membrane associated protein"
"206657_s_at","MYOD1","myogenic differentiation 1"
"206658_at","UPK3B","uroplakin 3B"
"206660_at","IGLL1","immunoglobulin lambda like polypeptide 1"
"206661_at","DBF4B","DBF4B-CDC7 kinase regulatory subunit"
"206662_at","GLRX","glutaredoxin"
"206663_at","SP4","Sp4 transcription factor"
"206664_at","SI","sucrase-isomaltase"
"206665_s_at","BCL2L1","BCL2 like 1"
"206666_at","GZMK","granzyme K"
"206667_s_at","SCAMP1","secretory carrier membrane protein 1"
"206671_at","SAG","S-antigen visual arrestin"
"206672_at","AQP2","aquaporin 2"
"206673_at","GPR176","G protein-coupled receptor 176"
"206674_at","FLT3","fms related receptor tyrosine kinase 3"
"206675_s_at","SKIL","SKI like proto-oncogene"
"206676_at","CEACAM8","CEA cell adhesion molecule 8"
"206677_at","KRT31","keratin 31"
"206678_at","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1"
"206679_at","APBA1","amyloid beta precursor protein binding family A member 1"
"206680_at","CD5L","CD5 molecule like"
"206681_x_at","GP2","glycoprotein 2"
"206682_at","CLEC10A","C-type lectin domain containing 10A"
"206683_at","ZNF165","zinc finger protein 165"
"206684_s_at","ATF7","activating transcription factor 7"
"206685_at","HCG4","HLA complex group 4"
"206686_at","PDK1","pyruvate dehydrogenase kinase 1"
"206687_s_at","PTPN6","protein tyrosine phosphatase non-receptor type 6"
"206688_s_at","CPSF4","cleavage and polyadenylation specific factor 4"
"206689_x_at","KAT5","lysine acetyltransferase 5"
"206690_at","ASIC2","acid sensing ion channel subunit 2"
"206691_s_at","PDIA2","protein disulfide isomerase family A member 2"
"206692_at","KCNJ10","potassium inwardly rectifying channel subfamily J member 10"
"206693_at","IL7","interleukin 7"
"206694_at","PNLIPRP1","pancreatic lipase related protein 1"
"206695_x_at","ZNF43","zinc finger protein 43"
"206696_at","GPR143","G protein-coupled receptor 143"
"206697_s_at","HP","haptoglobin"
"206698_at","XK","X-linked Kx blood group antigen, Kell and VPS13A binding protein"
"206699_x_at","NPAS1","neuronal PAS domain protein 1"
"206700_s_at","KDM5D","lysine demethylase 5D"
"206702_at","TEK","TEK receptor tyrosine kinase"
"206703_at","CHRNB1","cholinergic receptor nicotinic beta 1 subunit"
"206704_at","CLCN5","chloride voltage-gated channel 5"
"206705_at","TULP1","TUB like protein 1"
"206706_at","NTF3","neurotrophin 3"
"206707_x_at","RIPOR2","RHO family interacting cell polarization regulator 2"
"206708_at","FOXN2","forkhead box N2"
"206709_x_at","GPT","glutamic--pyruvic transaminase"
"206710_s_at","EPB41L3","erythrocyte membrane protein band 4.1 like 3"
"206712_at","GRTP1","growth hormone regulated TBC protein 1"
"206713_at","NTNG1","netrin G1"
"206714_at","ALOX15B","arachidonate 15-lipoxygenase type B"
"206715_at","TFEC","transcription factor EC"
"206716_at","UMOD","uromodulin"
"206717_at","MYH8","myosin heavy chain 8"
"206718_at","LMO1","LIM domain only 1"
"206719_at","SYNGR4","synaptogyrin 4"
"206720_at","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
"206721_at","CCDC181","coiled-coil domain containing 181"
"206722_s_at","LPAR2","lysophosphatidic acid receptor 2"
"206724_at","CBX4","chromobox 4"
"206726_at","HPGDS","hematopoietic prostaglandin D synthase"
"206727_at","C9","complement C9"
"206728_at","EEF1AKMT4-ECE2","EEF1AKMT4-ECE2 readthrough"
"206728_at","ECE2","endothelin converting enzyme 2"
"206729_at","TNFRSF8","TNF receptor superfamily member 8"
